Fecha,Concepto,Cantidad,Naturalesa,Cantidad negativa,Saldo,Big num
"1/1/2026, 0:00:00",Nomina,9000,Ingreso,-9000,9000,1
,,,,,,1
,,,,,,1
,,,,,,1
